,Unnamed: 0,location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,foreign_worker,class,application_date,works_outside_US,kmeans_labels
503,503,"Los Angeles, CA",California,-5229.05,24.0,no credit history,'new car',3123,17.05,Unknown,4,'female div/dep/mar',none,1,'life insurance',27,none,own,1,skilled,1,yes,Good,9/22/1995,yes,2
504,504,"San Francisco, CA",California,-5239.0,36.0,'existing paid','used car',5493,0.0,>=7,2,'male single',none,4,'no known property',42,none,'for free',0,skilled,2,no,Good,9/23/1995,no,2
505,505,"Fulton, GA",Georgia,6307.46,9.0,no credit history,radio/tv,3234,238.87,Unknown,0,'male div/sep',none,4,Other,49,none,own,1,skilled,Unknown,no,Bad,9/24/1995,no,2
506,506,"Cook, IL",Illinois,58.57,24.0,'critical/other existing credit',radio/tv,1216,354.18,<1,4,'male single',none,4,'no known property',38,bank,own,2,skilled,2,no,Bad,9/25/1995,no,0
507,507,"Marion, IN",Indiana,-7648.53,24.0,'existing paid','new car',1207,35.15,Unknown,4,Unknown,none,4,'life insurance',24,none,rent,0,skilled,1,yes,Good,9/26/1995,yes,0
508,508,"Orleans, LA",Louisiana,0.0,10.0,'existing paid','new car',1309,0.0,1<=X<4,4,'male single',guarantor,4,'life insurance',27,none,own,1,'unskilled resident',1,no,Good,9/27/1995,no,0
509,509,"Wayne, MI",Michigan,6026.68,15.0,'critical/other existing credit','used car',2360,651.95,1<=X<4,2,'male single',none,2,car,36,none,own,1,skilled,1,no,Good,9/28/1995,no,0
510,510,"St. Louis, MO",Missouri,131.74,15.0,'all paid','new car',3234,207.23,unemployed,1,'male single',none,2,'life insurance',34,Other,own,1,'high qualif/self emp/mgmt',2,no,Bad,9/29/1995,no,2
511,511,"Camden, NJ",New Jersey,0.0,24.0,'existing paid',radio/tv,3234,0.0,1<=X<4,4,Unknown,none,2,'life insurance',28,Other,Other,1,Other,1,no,Bad,9/30/1995,no,2
512,512,"Essex, NJ",New Jersey,0.0,39.0,'existing paid',Unknown,8588,0.0,>=7,4,'male single',none,2,car,45,none,own,1,Other,1,no,Good,10/1/1995,no,1
513,513,"Clark, NV",Nevada,-113.48,12.0,'existing paid','new car',759,0.0,4<=X<7,4,'male single',none,2,'real estate',26,none,own,1,skilled,1,yes,Bad,10/2/1995,yes,0
514,514,"New York, NY",New York,0.0,36.0,'existing paid','used car',4686,0.0,1<=X<4,2,Unknown,none,2,'no known property',31,none,'for free',0,'high qualif/self emp/mgmt',1,no,Bad,10/3/1995,no,2
515,515,"Philadelphia, PA",Pennsylvania,7770.45,15.0,'existing paid',business,2687,49.54,Unknown,2,'male single',none,4,'life insurance',26,Other,rent,1,Other,1,yes,Bad,10/4/1995,yes,2
516,516,"Shelby, TN",Tennessee,139.31,12.0,'delayed previously',radio/tv,585,55.52,1<=X<4,4,'male mar/wid','co applicant',4,'real estate',20,none,rent,2,skilled,1,yes,Good,10/5/1995,yes,0
517,517,"Dallas, TX",Texas,0.0,24.0,'existing paid','new car',3234,0.0,<1,4,'male single',none,1,'life insurance',54,none,own,1,skilled,1,yes,Good,10/6/1995,yes,2
518,518,"Harris, TX",Texas,-1828.56,6.0,'critical/other existing credit','new car',609,0.0,4<=X<7,4,'female div/dep/mar',none,3,'life insurance',37,none,own,2,skilled,1,no,Bad,10/7/1995,no,0
519,519,"Bexar, TX",Texas,-8733.45,6.0,'critical/other existing credit','new car',1361,36.33,<1,2,'male single',none,4,'real estate',40,none,Other,1,'unskilled resident',2,Unknown,Good,10/8/1995,Unknown,0
520,520,"Maricopa, AZ",Arizona,0.0,36.0,'critical/other existing credit',furniture/equipment,7127,0.0,<1,2,'female div/dep/mar',none,4,'life insurance',23,Other,rent,2,skilled,1,no,Bad,10/9/1995,no,1
521,521,"Alameda, CA",California,-2118.37,6.0,'existing paid','new car',1203,432.97,>=7,3,'male single',none,2,'life insurance',43,none,own,1,skilled,Unknown,no,Good,10/10/1995,no,0
522,522,"Los Angeles, CA",California,0.0,6.0,'critical/other existing credit',Unknown,700,0.0,>=7,4,'male single',none,4,'no known property',36,none,'for free',2,skilled,1,Unknown,Good,10/11/1995,Unknown,0
523,523,"San Francisco, CA",California,0.0,24.0,'critical/other existing credit',repairs,3234,0.0,>=7,3,'male single',Unknown,4,'no known property',44,none,'for free',2,skilled,1,yes,Good,10/12/1995,yes,2
524,524,"Fulton, GA",Georgia,-8455.84,20.0,'existing paid',radio/tv,3190,45.05,Unknown,2,'female div/dep/mar',none,2,'real estate',24,none,own,1,skilled,1,yes,Bad,10/13/1995,yes,2
525,525,"Cook, IL",Illinois,-8255.57,48.0,'no credits/all paid',furniture/equipment,7119,97.02,1<=X<4,3,'male single',none,4,'no known property',31,none,'for free',0,skilled,2,yes,Good,10/14/1995,yes,1
526,526,"Marion, IN",Indiana,0.0,24.0,'existing paid',Unknown,3488,0.0,4<=X<7,3,'female div/dep/mar',none,4,car,31,none,own,1,skilled,1,no,Bad,10/15/1995,no,2
527,527,"Orleans, LA",Louisiana,1.57,20.0,'existing paid',radio/tv,1113,47.41,1<=X<4,4,Unknown,guarantor,4,'real estate',26,none,own,1,'unskilled resident',Unknown,yes,Bad,10/16/1995,yes,0
528,528,"Baltimore city, MD",Maryland,190.77,26.0,'existing paid','used car',7966,6.71,<1,2,'male single',none,3,Other,30,none,own,2,skilled,1,Unknown,Good,10/17/1995,Unknown,1
529,529,"Wayne, MI",Michigan,0.0,15.0,'critical/other existing credit',education,1532,0.0,1<=X<4,4,'female div/dep/mar',none,3,car,31,Other,own,1,Other,1,yes,Bad,10/18/1995,yes,0
530,530,"St. Louis, MO",Missouri,0.0,4.0,'critical/other existing credit',radio/tv,1503,0.0,4<=X<7,2,'male single',none,0,'real estate',42,none,own,2,Other,2,no,Good,10/19/1995,no,0
531,531,"Essex, NJ",New Jersey,-9898.01,36.0,'existing paid',radio/tv,2302,10.58,1<=X<4,4,'male div/sep',none,4,car,31,none,rent,1,skilled,1,no,Bad,10/20/1995,no,0
532,532,"Clark, NV",Nevada,-1149.77,6.0,'existing paid','new car',662,32.76,<1,3,'male single',none,4,'real estate',41,none,own,1,Other,2,yes,Good,10/21/1995,yes,0
533,533,"New York, NY",New York,17.19,36.0,'existing paid',education,2273,6.47,4<=X<7,3,'male single',none,1,Other,32,none,own,2,skilled,2,no,Good,10/22/1995,no,0
534,534,"Philadelphia, PA",Pennsylvania,97.6,15.0,'existing paid','new car',2631,183.61,Unknown,2,'female div/dep/mar',none,0,car,28,none,rent,2,skilled,1,yes,Bad,10/23/1995,yes,0
535,535,"Shelby, TN",Tennessee,0.0,12.0,'delayed previously','used car',1503,0.0,1<=X<4,4,'male mar/wid',none,4,'real estate',41,none,rent,1,skilled,1,yes,Good,10/24/1995,yes,0
536,536,"Dallas, TX",Texas,0.0,24.0,'existing paid',radio/tv,1311,0.0,4<=X<7,4,'male mar/wid',none,3,'life insurance',26,none,own,1,skilled,1,Unknown,Good,10/25/1995,Unknown,0
537,537,"Harris, TX",Texas,0.0,24.0,'existing paid',radio/tv,3105,0.0,<1,4,'male single',none,2,car,25,none,own,2,skilled,1,no,Bad,10/26/1995,no,2
538,538,"Bexar, TX",Texas,6101.43,21.0,'critical/other existing credit',education,2319,1.47,<1,2,'male div/sep',none,1,Other,33,none,rent,1,skilled,1,no,Bad,10/27/1995,no,0
539,539,"Bexar, TX",Texas,-114.64,6.0,'existing paid','new car',1374,0.0,unemployed,0,'female div/dep/mar',none,0,'life insurance',75,Other,own,1,'high qualif/self emp/mgmt',1,no,Bad,10/28/1995,no,0
540,540,"Los Angeles, CA",California,125.78,18.0,'critical/other existing credit',furniture/equipment,3612,28.3,>=7,3,'female div/dep/mar',none,4,'life insurance',31,none,Other,1,skilled,1,yes,Good,10/29/1995,yes,2
541,541,"San Francisco, CA",California,-8788.57,48.0,no credit history,'new car',7763,30.91,>=7,4,'male single',none,4,'no known property',42,bank,'for free',1,'high qualif/self emp/mgmt',1,Unknown,Bad,10/30/1995,Unknown,1
542,542,"Fulton, GA",Georgia,2754.09,18.0,'existing paid',furniture/equipment,3049,30.99,<1,1,'female div/dep/mar',none,1,'life insurance',45,stores,own,1,'unskilled resident',1,yes,Bad,10/31/1995,yes,2
543,543,"Cook, IL",Illinois,137.2,12.0,'existing paid',radio/tv,1534,4.99,<1,1,'male mar/wid',none,1,'real estate',23,none,rent,0,skilled,1,no,Good,11/1/1995,no,0
544,544,"Marion, IN",Indiana,0.0,24.0,'delayed previously','new car',2032,0.0,>=7,4,'male single',none,4,'no known property',60,none,'for free',2,Other,1,no,Good,11/2/1995,no,0
545,545,"Orleans, LA",Louisiana,-4007.13,30.0,'existing paid',furniture/equipment,6350,0.0,>=7,4,'male single',none,4,'life insurance',31,none,own,1,skilled,1,no,Good,11/3/1995,no,2
546,546,"Baltimore city, MD",Maryland,9351.05,18.0,'existing paid',furniture/equipment,2864,18.37,1<=X<4,2,'male single',none,1,Other,34,none,own,1,'unskilled resident',2,no,Bad,11/4/1995,no,2
547,547,"Wayne, MI",Michigan,0.0,12.0,'critical/other existing credit','new car',1255,0.0,>=7,4,'male single',none,4,'real estate',61,none,own,2,'unskilled resident',1,no,Bad,11/5/1995,no,0
548,548,"Kansas City, MO",Missouri,-643.65,24.0,'delayed previously','new car',1333,27.22,unemployed,4,'male single',none,2,'real estate',43,none,'for free',2,skilled,2,yes,Good,11/6/1995,yes,0
549,549,"Essex, NJ",New Jersey,0.0,20.0,'critical/other existing credit','new car',2022,0.0,1<=X<4,4,'female div/dep/mar',none,4,car,37,none,own,1,skilled,1,Unknown,Bad,11/7/1995,Unknown,0
550,550,"Clark, NV",Nevada,0.0,24.0,'existing paid',radio/tv,1552,0.0,4<=X<7,0,'male single',Unknown,1,car,32,bank,own,1,skilled,2,no,Bad,11/8/1995,no,0
551,551,"New York, NY",New York,0.0,12.0,'all paid',radio/tv,626,0.0,1<=X<4,4,'female div/dep/mar',none,0,'real estate',24,bank,own,1,'unskilled resident',1,yes,Bad,11/9/1995,yes,0
552,552,"Philadelphia, PA",Pennsylvania,0.0,48.0,'critical/other existing credit','used car',8858,0.0,4<=X<7,2,'male single',none,1,'no known property',35,none,'for free',2,Other,1,no,Good,11/10/1995,no,1
553,553,"Dallas, TX",Texas,0.0,12.0,'critical/other existing credit',Unknown,996,0.0,4<=X<7,4,'female div/dep/mar',none,4,'real estate',23,none,Other,2,skilled,1,no,Good,11/11/1995,no,0
554,554,"Harris, TX",Texas,0.0,6.0,'all paid',radio/tv,1750,0.0,>=7,2,'male single',none,4,'life insurance',45,bank,own,1,'unskilled resident',2,Unknown,Good,11/12/1995,Unknown,0
555,555,"Bexar, TX",Texas,-8206.97,48.0,'existing paid',radio/tv,3234,36.37,4<=X<7,1,'male mar/wid',guarantor,1,'real estate',31,none,own,2,skilled,1,yes,Bad,11/13/1995,yes,2
556,556,"Los Angeles, CA",California,187.52,12.0,'critical/other existing credit',Unknown,1995,214.45,<1,4,'male single',none,1,car,27,Other,own,1,skilled,1,Unknown,Good,11/14/1995,Unknown,0
557,557,"San Francisco, CA",California,104.1,9.0,'existing paid',education,1199,90.98,4<=X<7,4,'female div/dep/mar',none,4,'life insurance',67,none,own,2,'high qualif/self emp/mgmt',1,yes,Bad,11/15/1995,yes,0
558,558,"Cook, IL",Illinois,32.01,12.0,no credit history,radio/tv,1331,3.87,<1,2,'male single',none,1,car,22,stores,own,1,skilled,1,yes,Bad,11/16/1995,yes,0
559,559,"Marion, IN",Indiana,4.96,18.0,'no credits/all paid','new car',2278,245.49,Unknown,3,'female div/dep/mar',none,3,car,28,none,own,2,skilled,1,yes,Good,11/17/1995,yes,0
560,560,"Orleans, LA",Louisiana,0.0,21.0,'no credits/all paid','new car',3234,0.0,1<=X<4,1,'female div/dep/mar',none,4,'life insurance',29,bank,own,2,skilled,1,no,Good,11/18/1995,no,2
561,561,"Baltimore city, MD",Maryland,-7703.31,24.0,'all paid',furniture/equipment,3552,34.27,4<=X<7,3,'male single',none,4,Other,27,bank,own,1,skilled,1,yes,Good,11/19/1995,yes,2
562,562,"Wayne, MI",Michigan,150.22,18.0,'critical/other existing credit',furniture/equipment,1928,98.59,<1,0,'male single',none,0,'real estate',31,none,own,2,'unskilled resident',1,no,Good,11/20/1995,no,0
563,563,"Kansas City, MO",Missouri,-6115.25,24.0,no credit history,'used car',2964,0.0,>=7,4,'male single',none,0,'no known property',49,bank,'for free',1,skilled,2,yes,Good,11/21/1995,yes,2
564,564,"Essex, NJ",New Jersey,-565.62,24.0,no credit history,Unknown,1546,34.47,4<=X<7,4,'male single',guarantor,4,car,24,bank,rent,1,Other,1,yes,Good,11/22/1995,yes,0
565,565,"Clark, NV",Nevada,2165.21,6.0,'delayed previously',radio/tv,683,76.88,<1,2,'female div/dep/mar',none,1,'life insurance',29,bank,own,1,skilled,1,no,Good,11/23/1995,no,0
566,566,"New York, NY",New York,16.83,36.0,'existing paid','new car',12389,0.0,1<=X<4,1,'male single',none,4,'no known property',37,none,'for free',1,skilled,1,no,Bad,11/24/1995,no,1
567,567,"Philadelphia, PA",Pennsylvania,45.62,20.0,'delayed previously',business,4712,0.0,1<=X<4,4,'male single',Unknown,2,'life insurance',37,Other,own,2,'high qualif/self emp/mgmt',1,no,Good,11/25/1995,no,2
568,568,"Dallas, TX",Texas,105.1,24.0,'delayed previously',radio/tv,1553,427.25,4<=X<7,3,'female div/dep/mar',none,2,'life insurance',23,none,rent,2,skilled,1,yes,Good,11/26/1995,yes,0
569,569,"Harris, TX",Texas,-4731.97,12.0,'existing paid','new car',1372,73.59,Unknown,2,'male div/sep',Unknown,0,Other,36,none,own,1,skilled,1,no,Good,11/27/1995,no,0
570,570,"Bexar, TX",Texas,0.0,24.0,'critical/other existing credit',radio/tv,3234,0.0,>=7,2,'male single',none,2,car,34,none,own,1,skilled,1,no,Good,11/28/1995,no,2
571,571,"Los Angeles, CA",California,141.77,48.0,'existing paid',Unknown,3979,0.0,4<=X<7,4,'male single',Unknown,1,car,41,none,own,2,skilled,2,yes,Good,11/29/1995,yes,2
572,572,"Cook, IL",Illinois,-8505.01,48.0,'existing paid',radio/tv,6758,79.62,1<=X<4,3,'female div/dep/mar',none,2,car,31,none,own,1,skilled,1,no,Good,11/30/1995,no,1
573,573,"Baltimore city, MD",Maryland,-1076.42,20.0,'existing paid',furniture/equipment,3234,32.53,Unknown,4,Unknown,Unknown,4,'real estate',23,none,rent,1,'unskilled resident',1,no,Good,12/1/1995,no,2
574,574,"Wayne, MI",Michigan,0.0,30.0,no credit history,radio/tv,5954,0.0,4<=X<7,0,'male single','co applicant',2,car,38,none,own,1,skilled,1,Unknown,Good,12/2/1995,Unknown,2
575,575,"St. Louis, MO",Missouri,0.0,20.0,'existing paid','used car',5433,0.0,unemployed,2,'female div/dep/mar',none,0,'life insurance',26,none,rent,1,'high qualif/self emp/mgmt',1,no,Good,12/3/1995,no,2
576,576,"Clark, NV",Nevada,-7798.75,20.0,'existing paid',Unknown,806,56.13,1<=X<4,4,'female div/dep/mar',none,4,'life insurance',31,none,Other,1,Other,1,no,Good,12/4/1995,no,0
577,577,"New York, NY",New York,34.86,9.0,'existing paid',radio/tv,1082,75.33,>=7,4,'male single',none,4,Other,31,none,own,2,'unskilled resident',1,no,Bad,12/5/1995,no,0
578,578,"Philadelphia, PA",Pennsylvania,0.0,15.0,'critical/other existing credit',furniture/equipment,2788,0.0,4<=X<7,2,'female div/dep/mar','co applicant',3,Other,24,bank,own,2,skilled,1,yes,Good,12/6/1995,yes,2
579,579,"Dallas, TX",Texas,177.2,12.0,'existing paid',radio/tv,2930,85.34,4<=X<7,2,'female div/dep/mar',none,1,'real estate',27,none,own,1,skilled,1,no,Bad,12/7/1995,no,2
580,580,"Harris, TX",Texas,0.0,24.0,'critical/other existing credit',education,1927,0.0,1<=X<4,3,'female div/dep/mar',none,2,car,33,none,Other,2,skilled,1,yes,Good,12/8/1995,yes,0
581,581,"Bexar, TX",Texas,198.94,36.0,'critical/other existing credit','new car',2820,19.45,<1,0,'male div/sep',none,0,Other,27,none,own,2,skilled,1,yes,Good,12/9/1995,yes,2
582,582,"Los Angeles, CA",California,0.0,24.0,'existing paid',Unknown,937,0.0,<1,4,'male mar/wid',none,0,car,31,none,own,2,'unskilled resident',Unknown,no,Bad,12/10/1995,no,0
583,583,"Cook, IL",Illinois,15.62,20.0,'critical/other existing credit','new car',1056,14.8,>=7,3,'male single',guarantor,3,'real estate',30,bank,own,2,skilled,1,yes,Good,12/11/1995,yes,0
584,584,"Baltimore city, MD",Maryland,11.12,12.0,'critical/other existing credit','new car',3124,52.67,Unknown,1,'male single',none,3,'real estate',49,bank,own,2,Other,2,no,Bad,12/12/1995,no,2
585,585,"Wayne, MI",Michigan,0.0,9.0,'existing paid',furniture/equipment,1388,0.0,1<=X<4,4,'female div/dep/mar',none,2,'real estate',26,none,rent,1,skilled,Unknown,yes,Good,12/13/1995,yes,0
586,586,"St. Louis, MO",Missouri,158.08,36.0,'existing paid',repairs,2384,59.98,<1,4,'male single',none,1,'no known property',33,none,rent,1,'unskilled resident',1,no,Good,12/14/1995,no,0
587,587,"Clark, NV",Nevada,0.0,12.0,'existing paid','new car',2133,0.0,>=7,4,'female div/dep/mar',none,4,'no known property',52,none,'for free',1,'high qualif/self emp/mgmt',1,no,Bad,12/15/1995,no,0
588,588,"New York, NY",New York,-7660.79,18.0,'existing paid',furniture/equipment,2039,66.73,1<=X<4,1,'female div/dep/mar',none,4,Other,20,bank,rent,1,skilled,1,yes,Bad,12/16/1995,yes,0
589,589,"Philadelphia, PA",Pennsylvania,-2109.83,9.0,'critical/other existing credit','new car',2799,52.78,1<=X<4,2,'male single',none,2,'real estate',36,none,rent,2,skilled,2,yes,Good,12/17/1995,yes,2
590,590,"Harris, TX",Texas,-8493.58,12.0,'existing paid',furniture/equipment,1289,33.14,1<=X<4,4,'male single',Unknown,1,'life insurance',21,none,own,1,'unskilled resident',1,no,Bad,12/18/1995,no,0
591,591,"Bexar, TX",Texas,-4419.02,20.0,'existing paid','domestic appliance',1217,0.0,1<=X<4,4,'male mar/wid',none,0,'real estate',47,none,own,1,'unskilled resident',1,no,Bad,12/19/1995,no,0
592,592,"Los Angeles, CA",California,-7550.63,12.0,'critical/other existing credit',furniture/equipment,2246,2.68,>=7,0,'male single',none,3,'life insurance',60,none,own,2,skilled,1,yes,Good,12/20/1995,yes,0
593,593,"Cook, IL",Illinois,-7837.91,12.0,'critical/other existing credit',radio/tv,3234,72.73,4<=X<7,4,'female div/dep/mar',none,3,'real estate',58,none,own,4,'unskilled resident',1,no,Bad,12/21/1995,no,2
594,594,"Wayne, MI",Michigan,23.86,20.0,'delayed previously','new car',1965,0.0,1<=X<4,4,Unknown,none,4,car,31,none,Other,2,skilled,1,no,Good,12/22/1995,no,0
595,595,"St. Louis, MO",Missouri,0.0,21.0,'existing paid',business,3234,0.0,>=7,4,'female div/dep/mar',none,4,'real estate',36,bank,own,1,'unskilled resident',1,no,Good,12/23/1995,no,2
596,596,"New York, NY",New York,51.5,24.0,'existing paid','new car',2718,64.05,1<=X<4,3,'female div/dep/mar',none,4,'life insurance',20,none,Other,0,'unskilled resident',1,yes,Bad,12/24/1995,yes,2
597,597,"Philadelphia, PA",Pennsylvania,-6474.5,24.0,'all paid',other,1358,0.0,>=7,0,'male single',none,3,car,40,stores,own,1,'high qualif/self emp/mgmt',1,yes,Good,12/25/1995,yes,0
598,598,"Harris, TX",Texas,137.68,6.0,no credit history,'new car',931,324.58,<1,1,'female div/dep/mar',none,1,'life insurance',32,stores,own,1,Other,1,yes,Good,12/26/1995,yes,0
599,599,"Los Angeles, CA",California,-7808.18,24.0,'existing paid','new car',1442,25.48,Unknown,4,'female div/dep/mar',none,0,car,23,none,rent,2,skilled,1,yes,Good,12/27/1995,yes,0
600,600,"Cook, IL",Illinois,100.19,24.0,'no credits/all paid',business,4241,13.53,1<=X<4,1,'male single',none,4,'real estate',36,none,own,3,'unskilled resident',1,no,Good,12/28/1995,no,2
601,601,"Baltimore city, MD",Maryland,0.0,18.0,'critical/other existing credit','new car',3234,0.0,4<=X<7,2,'male single',none,2,'life insurance',31,bank,own,2,Other,1,no,Bad,12/29/1995,no,2
602,602,"Wayne, MI",Michigan,0.0,24.0,'delayed previously',business,3863,0.0,1<=X<4,1,'male single',none,0,'no known property',32,none,'for free',1,Other,1,no,Bad,12/30/1995,no,2
603,603,"Jefferson City, MO",Missouri,141.17,7.0,'existing paid',Unknown,2329,76.66,<1,1,'female div/dep/mar',guarantor,1,'real estate',45,none,Other,1,skilled,1,yes,Good,Dec-31-1995,yes,0
604,604,"New York, NY",New York,48.14,9.0,'existing paid',Unknown,918,84.97,Unknown,4,'female div/dep/mar',none,0,'life insurance',31,none,own,1,skilled,Unknown,no,Bad,1/1/1996,no,0
605,605,"Philadelphia, PA",Pennsylvania,10.4,24.0,'all paid',education,1837,53.92,4<=X<7,4,'female div/dep/mar',none,4,'no known property',34,bank,'for free',1,'unskilled resident',1,yes,Good,1/2/1996,yes,0
606,606,"Harris, TX",Texas,0.0,36.0,'existing paid',furniture/equipment,3349,0.0,1<=X<4,4,'female div/dep/mar',none,2,car,28,none,Other,1,'high qualif/self emp/mgmt',1,yes,Good,1/3/1996,yes,2
607,607,"Los Angeles, CA",California,1789.83,10.0,'existing paid',furniture/equipment,1275,58.68,<1,4,Unknown,none,2,'life insurance',23,none,own,1,Other,1,yes,Good,1/4/1996,yes,0
608,608,"Cook, IL",Illinois,-4763.99,24.0,'all paid',furniture/equipment,3234,776.87,1<=X<4,0,'male single',none,4,'real estate',22,stores,own,1,skilled,1,yes,Good,1/5/1996,yes,2
609,609,"Wayne, MI",Michigan,0.0,24.0,'critical/other existing credit',business,4526,0.0,1<=X<4,3,'male single',Unknown,2,'real estate',74,none,own,1,Other,1,Unknown,Good,1/6/1996,Unknown,2
610,610,"St. Louis, MO",Missouri,168.77,36.0,'existing paid',Unknown,2671,0.0,Unknown,4,'female div/dep/mar',Unknown,4,'no known property',50,Other,'for free',1,skilled,1,yes,Good,1/7/1996,yes,0
611,611,"New York, NY",New York,0.0,20.0,'existing paid',radio/tv,3234,0.0,<1,4,'male single',none,1,'real estate',33,none,own,1,skilled,1,no,Bad,1/8/1996,no,2
612,612,"Philadelphia, PA",Pennsylvania,0.0,15.0,'existing paid','used car',1300,0.0,>=7,4,'male single',none,4,'no known property',45,bank,'for free',1,skilled,2,no,Good,1/9/1996,no,0
613,613,"Harris, TX",Texas,-6772.88,12.0,'existing paid','domestic appliance',741,280.59,unemployed,0,'female div/dep/mar',none,3,'life insurance',22,none,Other,1,skilled,1,no,Good,1/10/1996,no,0
614,614,"Harris, TX",Texas,3206.06,20.0,'existing paid','new car',1240,191.82,Unknown,1,'female div/dep/mar',none,4,'no known property',31,Other,'for free',1,'unskilled resident',2,yes,Good,1/11/1996,yes,0
615,615,"Los Angeles, CA",California,-1041.19,21.0,'existing paid',radio/tv,3357,8629.45,<1,4,'female div/dep/mar',none,2,car,29,bank,Other,1,skilled,1,yes,Good,1/12/1996,yes,2
616,616,"Cook, IL",Illinois,-2735.83,24.0,'all paid','used car',3632,58.25,1<=X<4,1,'female div/dep/mar',guarantor,4,car,22,bank,rent,1,Other,1,no,Good,1/13/1996,no,2
617,617,"St. Joseph, IN",Indiana,0.0,18.0,'delayed previously',furniture/equipment,1808,0.0,4<=X<7,4,'female div/dep/mar',none,1,'real estate',31,none,own,1,skilled,1,yes,Bad,1/14/1996,yes,0
618,618,"Prince George's, MD",Maryland,141.49,48.0,'no credits/all paid',business,12204,0.0,1<=X<4,2,'male single',none,2,car,48,Other,own,1,'high qualif/self emp/mgmt',Unknown,no,Good,1/15/1996,no,1
619,619,"Wayne, MI",Michigan,162.45,60.0,'delayed previously',radio/tv,3234,0.0,1<=X<4,2,Unknown,none,2,'no known property',27,none,'for free',1,'high qualif/self emp/mgmt',1,Unknown,Bad,1/16/1996,Unknown,2
620,620,"Springfield, MO",Missouri,-3041.24,6.0,'critical/other existing credit','new car',3676,29.16,1<=X<4,1,Unknown,none,3,'real estate',37,none,rent,3,skilled,2,no,Good,1/17/1996,no,2
621,621,"New York, NY",New York,132.49,30.0,'existing paid',furniture/equipment,3441,0.0,1<=X<4,0,'female div/dep/mar','co applicant',4,car,21,none,rent,1,skilled,Unknown,no,Good,1/18/1996,no,2
622,622,"Philadelphia, PA",Pennsylvania,0.0,12.0,'existing paid','new car',640,0.0,1<=X<4,0,'male div/sep',none,2,'real estate',49,none,own,1,'unskilled resident',1,yes,Bad,1/19/1996,yes,0
623,623,"Harris, TX",Texas,19.98,21.0,'critical/other existing credit',business,3652,51.81,4<=X<7,2,'male single',none,3,'life insurance',27,Other,own,2,skilled,1,yes,Good,1/20/1996,yes,2
624,624,"Los Angeles, CA",California,0.0,18.0,'critical/other existing credit','new car',1530,0.0,1<=X<4,3,'male single',none,2,'life insurance',32,bank,own,2,skilled,1,no,Good,1/21/1996,no,0
625,625,"Cook, IL",Illinois,0.0,48.0,'existing paid',business,3914,0.0,1<=X<4,4,'male div/sep',none,2,'real estate',38,bank,own,1,skilled,1,yes,Bad,1/22/1996,yes,2
626,626,"Wayne, MI",Michigan,-5290.04,12.0,'existing paid',furniture/equipment,3234,60.63,<1,4,'female div/dep/mar',none,1,car,22,none,Other,1,skilled,Unknown,no,Good,1/23/1996,no,2
627,627,"St. Louis city, MO",Missouri,-663.09,18.0,'existing paid',radio/tv,2600,20.07,1<=X<4,4,'male single',none,4,'no known property',65,none,'for free',2,skilled,1,no,Good,1/24/1996,no,0
628,628,"New York, NY",New York,0.0,15.0,'existing paid',radio/tv,1979,0.0,>=7,4,'male single',Unknown,2,car,35,none,own,1,skilled,1,yes,Bad,1/25/1996,yes,0
629,629,"Philadelphia, PA",Pennsylvania,7470.59,6.0,no credit history,furniture/equipment,3234,28.02,1<=X<4,2,Unknown,none,2,'real estate',41,none,Other,1,skilled,1,yes,Bad,1/26/1996,yes,2
630,630,"Harris, TX",Texas,0.0,9.0,'all paid','new car',1437,0.0,4<=X<7,2,'male single',none,3,'no known property',29,none,own,1,Other,1,yes,Bad,1/27/1996,yes,0
631,631,"Montgomery, AL",Alabama,0.0,42.0,'critical/other existing credit',furniture/equipment,4042,0.0,1<=X<4,4,'male single',none,4,'real estate',36,none,own,2,skilled,1,no,Bad,1/28/1996,no,2
632,632,"Los Angeles, CA",California,0.0,9.0,'existing paid',education,3832,0.0,>=7,1,'male single',none,4,'real estate',64,none,own,1,'unskilled resident',1,no,Bad,1/29/1996,no,2
633,633,"Cook, IL",Illinois,-1681.76,20.0,'existing paid',radio/tv,3660,89.73,1<=X<4,2,'female div/dep/mar',none,4,car,28,none,own,1,skilled,Unknown,yes,Bad,1/30/1996,yes,2
634,634,"Wayne, MI",Michigan,-5831.23,18.0,'all paid',furniture/equipment,3234,77.99,1<=X<4,4,'male single',Unknown,3,car,44,Other,own,0,skilled,1,yes,Good,1/31/1996,yes,2
635,635,"Kingdom City, MO",Missouri,41.2,15.0,'existing paid',radio/tv,3234,0.0,<1,4,'male single',none,0,'life insurance',23,none,own,1,skilled,1,Unknown,Bad,2/1/1996,Unknown,2
636,636,"New York, NY",New York,0.0,9.0,'existing paid',furniture/equipment,1980,0.0,<1,2,'female div/dep/mar','co applicant',2,car,19,none,rent,2,skilled,1,no,Good,2/2/1996,no,0
637,637,"Harris, TX",Texas,184.6,24.0,'existing paid','new car',1355,30.24,<1,3,'female div/dep/mar',none,0,car,25,none,own,1,'unskilled resident',1,yes,Bad,2/3/1996,yes,0
